DTXSID,true_chemname
DTXSID2029450,"9-Octadecenoic acid (9Z)-, reaction products with diethylenetriamine, cyclized, di-Et sulfate-quaternized"
DTXSID7027413,Sodium 2-hydroxyethanesulfonate
DTXSID60109381,"2,5-Furandione, polymer with 2-methyl-1-propene, sodium salt"
DTXSID1021873,Isobutyl acrylate
DTXSID9027285,Isobutyl stearate
DTXSID3021485,"1,3-Benzenedicarboxylic acid"
DTXSID5063572,Isopropenylphosphonic acid
DTXSID0049652,Ethoxylated isotridecanol
DTXSID50896854,1-Dodecylpyridinium 5-chloro-2-benzothiazolyl sulfide
DTXSID7052523,Magnesium difluoride
DTXSID4049664,Magnesium nitrate
DTXSID8021517,Maleic acid
DTXSID7024166,"2,5-Furandione"
DTXSID1029419,C.I. Pigment Black 26
DTXSID20881272,"meso-2,3-Diethyl-2,3-dimethylsuccinonitrile"
DTXSID4027498,"1,3-Bis(2-isocyanato-2-propyl)benzene"
DTXSID60177242,"4', 4'', 4'''-Tribenzoyl-1,3,5-triphenylbenzene"
DTXSID8051706,"Methyl (9Z,12R)-12-(acetyloxy)octadec-9-enoate"
DTXSID701011033,"Formaldehyde, polymer with 2-butanone"
DTXSID20891997,"Glycerol, ethylene oxide, propylene oxide polymer"
DTXSID30861661,"2-Ethoxy-2-oxoethyl methyl benzene-1,2-dicarboxylate"
DTXSID2029169,Methyl ricinoleate
DTXSID3028057,"Fatty acids, tallow, Me esters"
DTXSID4026761,Methoxyethene
DTXSID6027844,"1,2,3,6-Tetrahydromethyl-3,6-methanophthalic anhydride"
DTXSID1051301,Methylenebisbutanethiolsulfonate
DTXSID8028505,"9-Octadecenoic acid (9Z)-, 2-mercaptoethyl ester, reaction products with dichlorodimethylstannane, sodium sulfide(Na2S) and trichloromethylstannane"
DTXSID001011456,"Poly(oxy-1,2-ethanediyl), .alpha.-octadecyl-.omega.-hydroxy-, phosphate"
DTXSID2051893,Butyltin tris(2-ethylhexanoate)
DTXSID9021764,1-Amino-2-propanol
DTXSID801016498,mono-Methyl fumarate
DTXSID1029251,"2-Butenedioic acid (2Z)-, monomethyl ester"
DTXSID4028042,Methyltin tris(2-ethylhexyl mercaptoacetate)
DTXSID9025667,Methyltin tris(isooctyl mercaptoacetate)
DTXSID1052583,N-octyl-N-phenylaniline
DTXSID9029279,Sodium 5-sulfoisophthalate
DTXSID30100300,"Quaternary ammonium compounds, (hydrogenated tallow alkyl)bis(hydroxyethyl)methyl, chlorides"
DTXSID0041276,"1-Octadecanaminium, N,N-bis(2-hydroxyethyl)-N-methyl-, chloride"
DTXSID10179993,"N, N-Bis(phenylmethyl)hexanediamide"
DTXSID9073094,"Formamide, N,N'-1,6-hexanediylbis[N-(2,2,6,6-tetramethyl-4-piperidinyl)-"
DTXSID3074785,"2,6-Naphthalenedicarboxamide, N2,N6-dicyclohexyl-"
DTXSID70236132,"N,N'-Diacetylethylenediamine"
DTXSID7052442,"N-[2-(3,5-Di-tert-butyl-4-hydroxyphenyl)ethyl]-5-{[3-(3,5-di-tert-butyl-4-hydroxyphenyl)propanoyl]amino}pentanamide"
DTXSID5044233,Antioxidant 1098
DTXSID20894726,"1H-Benzotriazole-1-methanamine, N,N-bis(2-ethylhexyl)-ar-methyl-"
DTXSID6048042,"N,N-bis(2-hydroxyethyl)alkyl(C12-18)amine"
DTXSID1044354,N-Butyldiethanolamine
DTXSID40883278,"Carbamodithioic acid, N,N-dibutyl-, compd. with N,N-dimethylcyclohexanamine (1:1)"
DTXSID9042178,N-(2-Hydroxyethyl)octadecanamide
DTXSID4027109,"N-(6-Aminohexyl)hexane-1,6-diamine"
DTXSID9051292,N-Acetyl-N-(2-hydroxyethyl)-N'-oleoylethylenediamine
DTXSID6025220,1-Dodecanethiol
DTXSID70217961,"Triisooctyl 2,2',2''-((dodecylstannylidyne)tris(thio))triacetate"
DTXSID5025310,N-Ethyl-4-methylbenzenesulfonamide
DTXSID60894442,"Ethanesulfonic acid, 2-(methylamino)-, N-tall-oil fatty acyl derivs., sodium salts"
DTXSID3094832,"2-Propen-1-amine, N-methyl-N-2-propen-1-yl-, polymer with 2-(chloromethyl)oxirane"
DTXSID1040114,tert-Butylacrylamide
DTXSID7027916,Neodecanoic acid
DTXSID8029369,Vinyl neodecanoate
DTXSID8027036,"2,2-Dimethylpropane-1,3-diol"
DTXSID7029295,C.I. Pigment Yellow 53
DTXSID6020430,"1,2-Dichlorobenzene"
DTXSID8021484,Phthalic acid
DTXSID5052416,N-Ethyltoluene-2-sulphonamide
DTXSID10952480,"Methyl octadecanoate--1-(2-hydroxy-2-methylpropoxy)-2,2,6,6-tetramethylpiperidin-4-ol (1/1)"
DTXSID00883759,"1-Octadecanamine, hydrochloride (1:1)"
DTXSID1027184,Decamethylcyclopentasiloxane
DTXSID6027183,Dodecamethylcyclohexasiloxane
DTXSID0036471,"Butanedioic acid, octenyl-"
DTXSID5042243,Oleyl sarcosine
DTXSID9052139,Oxazoline
DTXSID1051307,"p,p'-Bis(undecafluorocyclohexanemethanol) pyrophosphate"
DTXSID9051905,4-Hydroxyphenyl benzoate
DTXSID0021094,"4,4'-Oxydianiline"
DTXSID701009529,"Poly(oxy-1,2-ethanediyl), .alpha.-sulfo-.omega.-hydroxy-, ether with phenol 1-(methylphenyl)ethyl derivs., ammonium salts"
DTXSID9050482,C10-16 ethoxylated alcohol
DTXSID50891304,Polyoxyethylene monolaurate
DTXSID4095188,"Alcohols, rosin, ethoxylated"
DTXSID6051273,PEG-10 Hydrogenated tallow amine
DTXSID2022179,Pentachloropyridine
DTXSID3094622,"2,5-Furandione, polymer with 2,2-bis(hydroxymethyl)-1,3-propanediol"
DTXSID0052675,Pentaerythritol monostearate
DTXSID8024608,Pentaerythrityl tetrabenzoate
DTXSID7026944,Pentaerythrityl tetraoctanoate
DTXSID1027633,Irganox 1010
DTXSID50883062,"Pentanoic acid, 4,4-bis[(.gamma.-.omega.-perfluoro-C8-20-alkyl)thio] derivs., compds. with diethanolamine"
DTXSID9027077,Diethylenetriaminepentaacetic acid pentasodium salt
DTXSID7046548,Perflexane
DTXSID2046703,Bisoctrizole
DTXSID4038893,"Phenol, 2-(5-chloro-2H-benzotriazol-2-yl)-4,6-bis(1,1-dimethylethyl)-"
DTXSID90873902,Phosphinic acid
DTXSID10107317,"Phosphorothioic acid, O,O,O-triphenyl esters, tert-Bu derivs."
DTXSID60893197,"4,4'-Butylidenebis(6-tert-butyl-3-methylphenyl ditridecyl phosphite)"
DTXSID7051767,"5-Butyl-5-ethyl-2-(2,4,6-tri-tert-butylphenoxy)-1,3,2-dioxaphosphinane"
DTXSID6051481,Dioctyl phosphonate
DTXSID6051988,Tridodecyl phosphite
DTXSID80858728,alpha-Pimaricacid
DTXSID0094287,"2-Propenoic acid, polymer with 1,3-butadiene, ethenylbenzene and 2-propenenitrile"
DTXSID6094510,"Butanedioic acid, 2-methylene-, polymer with 1,3-butadiene, ethenylbenzene and 2-propenenitrile"
DTXSID30880211,"1,1-Difluorethylene-hexafluorpropene polymer"
DTXSID60880365,"1-Propene, 1,1,2,3,3,3-hexafluoro-, polymer with 1,1-difluoroethene and 1,1,2,2-tetrafluoroethene"
DTXSID901013261,"1,4-Benzenedicarboxylic acid, 1,4-dimethyl ester, polymer with 1,4-butanediol and .alpha.-hydro-.omega.-hydroxypoly(oxy-1,4-butanediyl)"
DTXSID00108858,"1,4-Cyclohexanedicarboxylic acid, 1,4-dimethyl ester, trans-, polymer with 1,4-cyclohexanedimethanol"
DTXSID401011927,"1,4-Benzenedicarboxylic acid, polymer with 1,4-cyclohexanedimethanol and 1,2-ethanediol"
DTXSID001010965,"1-Butene, polymer with ethene"
DTXSID90108726,"1-Octene, polymer with 1-butene and ethene"
DTXSID9052769,Polyoxyl 15 hydroxystearate
DTXSID60892140,"1,6-Hexanediamine, N1,N6-bis(2,2,6,6-tetramethyl-4-piperidinyl)-, polymer with 2,4-dichloro-6-(4-morpholinyl)-1,3,5-triazine"
DTXSID001011056,"Oxazole, 2-ethyl-4,5-dihydro-, homopolymer"
DTXSID0050398,2-Ethylhexyl acrylate polymer
DTXSID001012347,"2-Propenoic acid, 2-methyl-, polymer with 2-ethylhexyl 2-propenoate and methyl 2-methyl-2-propenoate"
DTXSID001012830,"2-Propenoic acid, 2-methyl-, polymer with ethenylbenzene, 2-ethylhexyl 2-propenoate and methyl 2-methyl-2-propenoate"
DTXSID7094183,"2-Propenoic acid, 2-methyl-, methyl ester, polymer with ethenylbenzene and 2-ethylhexyl 2-propenoate"
DTXSID601009695,"2-Propenoic acid, 2-ethylhexyl ester, polymer with ethenylbenzene"
DTXSID001011270,"2-Propenoic acid, 2-methyl-, 2-hydroxyethyl ester, homopolymer"
DTXSID7097143,"Rosin, maleated, polymer with bisphenol A, formaldehyde and pentaerythritol"
DTXSID001010991,"1-Pentene, 4-methyl-, homopolymer"
DTXSID5094159,"Formaldehyde, polymer with 2-propanone"
DTXSID801011098,"Urea, polymer with formaldehyde and 2-propanone"
DTXSID4093851,"2-Propen-1-aminium, N,N-diethyl-N-2-propen-1-yl-, chloride (1:1), polymer with N,N-dimethyl-N-2-propen-1-yl-2-propen-1-aminium chloride (1:1) and 2-propenamide"
DTXSID501012778,"Ethanaminium, N,N-diethyl-N-methyl-2-[(1-oxo-2-propen-1-yl)oxy]-, methyl sulfate (1:1), polymer with 2-propenamide"
DTXSID701011740,"2-Propenoic acid, polymer with N,N'-methylenebis[2-propenamide] and 2-propenamide"
DTXSID801011955,"2-Propenoic acid, polymer with N-[(dimethylamino)methyl]-2-propenamide and 2-propenamide"
DTXSID501013057,"2-Propenoic acid, 2-methyl-, methyl ester, polymer with ethyl 2-propenoate, N-(hydroxymethyl)-2-propenamide and 2-propenamide"
DTXSID3094757,"2-Propenoic acid, ethyl ester, polymer with 1,1-dichloroethene, N-(hydroxymethyl)-2-propenamide and 2-propenamide"
DTXSID1094062,"2-Propenoic acid, ethyl ester, polymer with ethenylbenzene and 2-propenamide"
DTXSID201011252,"2-Propenamide, N,N'-methylenebis-, polymer with 2-propenamide"
DTXSID90947854,Prop-2-enimidic acid--ethenylbenzene (1/1)
DTXSID601012121,"2-Propenoic acid, polymer with chloroethene, 1,1-dichloroethene and 2-ethylhexyl 2-propenoate"
DTXSID101011316,"2-Propenoic acid, polymer with 1,3-butadiene and 2-propenenitrile"
DTXSID301011524,"2-Propenoic acid, polymer with ethenylbenzene and (1-methylethenyl)benzene"
DTXSID4097590,"2-Propenoic acid, 2-methyl-, butyl ester, polymer with ethenylbenzene, 2-ethylhexyl 2-propenoate, methyl 2-methyl-2-propenoate and 2-propenoic acid"
DTXSID501011099,"2-Propenoic acid, polymer with diethenylbenzene"
DTXSID601011642,"2-Propenoic acid, polymer with ethyl 2-propenoate and (1-methylethenyl)benzene"
DTXSID201011121,"2-Propenoic acid, polymer with ethene, sodium salt"
DTXSID0094233,"2-Propenoic acid, polymer with ethene and 1-propene"
DTXSID101011259,"2-Propenoic acid, polymer with ethene and methyl 2-propenoate"
DTXSID501011194,"2-Propenoic acid, polymer with ethene and ethenyl acetate"
DTXSID40948578,Prop-2-enoic acid--chloroethene (1/1)
DTXSID801011167,"2-Propenenitrile, polymer with (1-methylethenyl)benzene"
DTXSID4094530,"2-Butenedioic acid (2E)-, polymer with 1,3-butadiene, ethenylbenzene and 2-propenenitrile"
DTXSID201009162,"2,6-Dimethylcyclohex-3-ene-1-carbaldehyde"
DTXSID6094350,"2-Propenoic acid, methyl ester, polymer with 1,3-butadiene and 2-propenenitrile"
DTXSID70858757,ACRYLONITRILE BUTADIENE STYRENE
DTXSID201012074,"2-Propenoic acid, 2-methyl-, polymer with 1,3-butadiene, ethenylbenzene and 2-propenenitrile"
DTXSID8094259,"2-Propenenitrile, polymer with 1,3-butadiene and chloroethene"
DTXSID3094177,"2-Propenoic acid, 2-methyl-, methyl ester, polymer with (1-methylethenyl)benzene and 2-propenenitrile"
DTXSID9098985,"1,3-Benzenedicarboxylic acid, polymer with 2,2-dimethyl-1,3-propanediol, hexanedioic acid and 1,6-hexanediol"
DTXSID701011952,"Hexanedioic acid, polymer with 1,4-butanediol and 1,1'-methylenebis[4-isocyanatobenzene]"
DTXSID701009698,"Hexanedioic acid, polymer with 1,4-butanediol and 1,2-ethanediol"
DTXSID5096064,"Hexanedioic acid, polymer with 1,4-butanediol, 1,2-ethanediol and 2-ethyl-2-(hydroxymethyl)-1,3-propanediol"
DTXSID101013043,"Hexanedioic acid, polymer with N1-(2-aminoethyl)-1,2-ethanediamine, reaction products with dimethylamine and epichlorohydrin"
DTXSID90106045,"Hexanedioic acid, polymer with N1-(2-aminoethyl)-1,2-ethanediamine and aziridine, reaction products with epichlorohydrin and polyethylene glycol, formates (salts)"
DTXSID3094173,"Hexanedioic acid, polymer with 1,3-benzenedimethanamine"
DTXSID701009650,"Benzene, (1-methylethenyl)-, polymer with 2-methyl-2-butene and 1,3-pentadiene"
DTXSID801011086,"1,3-Pentadiene, polymer with 2-methyl-2-butene"
DTXSID001013369,"1,3-Benzenedicarbonyl dichloride, polymer with 1,4-benzenedicarbonyl dichloride, carbonic dichloride and 4,4'-(1-methylethylidene)bis[phenol]"
DTXSID4095057,"2-Propenoic acid, 2-methyl-, methyl ester, polymer with 1,3-butadiene, diethenylbenzene, ethenylbenzene and ethyl 2-propenoate"
DTXSID901011358,"Benzene, diethenyl-, polymer with 1,3-butadiene and ethenylbenzene"
DTXSID701011445,"2-Butenedioic acid (2E)-, polymer with 1,3-butadiene and ethenylbenzene"
DTXSID301011536,"2-Propenoic acid, 2-methyl-, polymer with 1,3-butadiene and ethenylbenzene"
DTXSID001013169,"2-Propenoic acid, 2-methyl-, polymer with butyl 2-propenoate, 2-hydroxyethyl 2-methyl-2-propenoate and methyl 2-methyl-2-propenoate"
DTXSID2094186,"2-Propenoic acid, butyl ester, polymer with ethene"
DTXSID801011412,"2-Propenoic acid, butyl ester, polymer with ethene and 2,5-furandione"
DTXSID301012184,"2-Propenoic acid, butyl ester, polymer with ethenyl acetate and N-(hydroxymethyl)-2-propenamide"
DTXSID30183259,Butyl methacrylate-vinylpyrrolidone copolymer
DTXSID401013080,"2-Propenoic acid, 2-methyl-, polymer with butyl 2-methyl-2-propenoate, ethenylbenzene and 2-hydroxyethyl 2-methyl-2-propenoate"
DTXSID00891910,Sulfix 6
DTXSID9094874,"Benzenesulfonic acid, 2,4-diamino-, calcium salt (2:1), polymer with 1,3-benzenediamine, 1,3-benzenedicarbonyl dichloride and 1,4-benzenedicarbonyl dichloride"
DTXSID901011346,"Acetic acid ethenyl ester, polymer with carbon monoxide and ethene"
DTXSID30100042,"Castor oil, hydrogenated, polymer with ethylenediamine, 12-hydroxyoctadecanoic acid and sebacic acid"
DTXSID6095582,"Castor oil, polymer with glycerol and phthalic anhydride"
DTXSID60947962,"1-Chloro-1,2,2-trifluoroethene--ethene (1/1)"
DTXSID30882674,"Ethanaminium, N,N,N-trimethyl-2-[(2-methyl-1-oxo-2-propenyl)oxy]-, chloride, polymer with 2-ethoxyethyl 2-propenoate, 2-[[(heptadecafluorooctyl)sulfonyl]methylamino]ethyl-2-propenoate and oxiranylmethyl 2-methyl-2-propenoate"
DTXSID201013684,"1,6-Hexanediamine, N1,N6-bis(2,2,6,6-tetramethyl-4-piperidinyl)-, polymer with 2,4,6-trichloro-1,3,5-triazine, reaction products with 2,4,4-trimethyl-2-pentanamine"
DTXSID8035714,Polyquaternium-6
DTXSID201009667,"2-Butenedioic acid (2Z)-, 1,4-dibutyl ester, polymer with ethenyl acetate"
DTXSID40108438,"2,5-Furandione, dihydro-, monopolyisobutylene derivs., reaction products with diethanolamine"
DTXSID40958379,Linoleic acid dimerdiethylenetriamine polymer
DTXSID401011458,"Benzene, ethenyl-, polymer with 1-methyl-4-(1-methylethenyl)cyclohexene"
DTXSID8093817,"2-Propenoic acid, methyl ester, polymer with diethenylbenzene"
DTXSID601009188,"Methyl 2-methylprop-2-enoate--1,2-diethenylbenzene (1/1)"
DTXSID3094337,"2-Propenoic acid, 2-methyl-, 2-hydroxyethyl ester, polymer with ethenylbenzene and ethyl 2-propenoate"
DTXSID701011407,"2-Propenoic acid, ethyl ester, polymer with ethene and 2,5-furandione"
DTXSID7095446,"2-Propenoic acid, 2-methyl-, polymer with ethenylbenzene, ethyl 2-propenoate, methyl 2-methyl-2-propenoate and 1,2-propanediol mono(2-methyl-2-propenoate)"
DTXSID3095018,"Butanedioic acid, 2-methylene-, polymer with ethyl 2-propenoate, N-(hydroxymethyl)-2-propenamide and methyl 2-methyl-2-propenoate"
DTXSID6094063,"2-Propenoic acid, ethyl ester, polymer with chloroethene"
DTXSID90948568,Ethyl 2-methylprop-2-enoate--methyl 2-methylprop-2-enoate (1/1)
DTXSID701011019,"1,3,5-Trioxane, polymer with oxirane"
DTXSID701011671,"Bicyclo[2.2.1]hepta-2,5-diene, polymer with ethene, 1,4-hexadiene and 1-propene"
DTXSID301011100,"1,4-Hexadiene, polymer with ethene and 1-propene"
DTXSID501009761,"1-Octene, polymer with ethene"
DTXSID80108639,"1-Octene, polymer with ethene and 1-propene"
DTXSID301011281,"Acetic acid ethenyl ester, polymer with chloroethene and ethene"
DTXSID701010954,"Ethenol, polymer with ethene"
DTXSID60925467,"Octadeca-9,12-dienoic acid--ethane-1,2-diamine (2/1)"
DTXSID3093818,"Formaldehyde, polymer with 1,3,5-triazine"
DTXSID80105885,"Urea, polymer with ethanedial, formaldehyde and propanal"
DTXSID801009689,"1,3,5-Triazine-2,4,6-triamine, polymer with formaldehyde, butylated"
DTXSID101011059,"Formaldehyde, polymer with dimethylbenzene"
DTXSID9095555,"Linseed oil, polymer with glycerol and phthalic anhydride"
DTXSID9095557,"Soybean oil, polymer with glycerol and phthalic anhydride"
DTXSID701011295,"2-Propenoic acid, 2-methyl-, 2-oxiranylmethyl ester, homopolymer"
DTXSID001011020,"Acetic acid, 2-hydroxy-, homopolymer"
DTXSID201009762,"Urea, polymer with ethanedial"
DTXSID7094133,"Butanedioic acid, 2-methylene-, polymer with 1,1-dichloroethene and methyl 2-propenoate"
DTXSID20105864,"Benzene, ethenyl-, polymer with 1-methyl-4-(1-methylethenyl)cyclohexene, hydrogenated"
DTXSID301009739,"2,5-Furandione, polymer with methoxyethene"
DTXSID40891914,"2,5-Furandione, polymer with ethenylbenzene, ammonium salt"
DTXSID401009675,"Acetic acid ethenyl ester, polymer with chloroethene and 2,5-furandione"
DTXSID2094558,"2-Propenoic acid, 2-methyl-, polymer with 1,1-dichloroethene and methyl 2-propenoate"
DTXSID50891905,Methylmethacrylate-methacrylic acid copolymer
DTXSID7094341,"2-Propenoic acid, 2-methyl-, methyl ester, polymer with 3-(trimethoxysilyl)propyl 2-methyl-2-propenoate"
DTXSID801012565,"5-Isobenzofurancarboxylic acid, 1,3-dihydro-1,3-dioxo-, polymer with 1,1'-methylenebis[4-isocyanatobenzene]"
DTXSID4049745,Polypropylene glycol bis(2-aminopropyl) ether
DTXSID801011024,"Benzene, 1,4-dinitroso-, homopolymer"
DTXSID90951936,"Nonanedioic acid--propane-1,2-diol (1/1)"
DTXSID701012974,"Acetic acid ethenyl ester, polymer with ethenol, reaction products with 1-isocyanatohexadecane and 1-isocyanatooctadecane"
DTXSID8094093,"Acetic acid ethenyl ester, polymer with chloroethene and ethenol"
DTXSID80897056,"Acetic acid ethenyl ester, polymer with 1-ethenyl-2-pyrrolidinone"
DTXSID1094149,"Cyclohexane, ethenyl-, homopolymer"
DTXSID80895097,Polyvinylidene fluoride
DTXSID301010964,"2-Propenenitrile, homopolymer"
DTXSID2042307,"Poly(oxy-1,4-butanediyl), .alpha.-hydro-.omega.-hydroxy-"
DTXSID0094158,"Aziridine, polymer with 2-(chloromethyl)oxirane"
DTXSID7096913,Polyethylenepolyamine
DTXSID001013426,"1,3-Benzenedicarboxylic acid, 1,3-dimethyl ester, polymer with 1,4-butanediol, 1,4-dimethyl 1,4-benzenedicarboxylate, 2-methyloxirane and oxirane"
DTXSID601012545,"1,4-Benzenedicarboxylic acid, 1,4-dimethyl ester, polymer with 1,4-butanediol, 2-methyloxirane and oxirane"
DTXSID801009784,"Silsesquioxanes, Me"
DTXSID1095872,"Siloxanes and Silicones, di-Me, 3-hydroxypropyl Me, ethers with polyethylene-polypropylene glycol mono-Me ether"
DTXSID601009764,"Ethene, fluoro-, homopolymer"
DTXSID0041432,2-Mercaptobenzothiazole potassium salt
DTXSID9031939,Potassium ferricyanide
DTXSID6042319,Potassium N-hydroxymethyl-N-methyldithiocarbamate
DTXSID5051606,Potassium titanate
DTXSID0051443,Poly(propylene glycol) dibenzoate
DTXSID70958403,"2,2'-(8-{3-[(Oxiran-2-yl)methoxy]propoxy}-2,6,10,14-tetraoxapentadecane-1,15-diyl)bis(oxirane)"
DTXSID801012977,"Poly[oxy(methyl-1,2-ethanediyl)], .alpha.-hydro-.omega.-hydroxy-, ether with 2,2-bis(hydroxymethyl)-1,3-propanediol (4:1)"
DTXSID6075437,"Propanamide, N,N',N''-1,3,5-benzenetriyltris[2,2-dimethyl-"
DTXSID3027956,"Propanoic acid, 3-(dodecylthio)-, 2,2-bis[[3-(dodecylthio)-1-oxopropoxy]methyl]-1,3-propanediyl ester"
DTXSID10882672,"Propanoic acid, 3-hydroxy-2-(hydroxymethyl)-2-methyl-, polymers with 5-isocyanato-1-(isocyanatomethyl)-1,3,3-trimethylcyclohexane and reduced Me esters of reduced polymd. oxidized tetrafluoroethylene, compds. with triethylamine"
DTXSID2026789,Propylene carbonate
DTXSID60956155,"4-Methylbenzene-1-sulfonic acid--2,6,8-triimino-2,3,6,7,8,9-hexahydropyrimido[5,4-g]pteridin-4-amine (1/1)"
DTXSID2074902,"Pyrrolo[3,4-c]pyrrole-1,4-dione, 2,5-dihydro-3,6-bis[4-(octadecylthio)phenyl]-"
DTXSID20237073,"3,6-Bis-(3-(dodecylsulfonyl)phenyl)-2,5-dihydropyrrolo(3,4-C)pyrrole-1,4-dione"
DTXSID501014936,"11,12-De(methylenedioxy)danuphylline"
DTXSID5051993,"4,11-Dichloro-5,12-dihydroquinolino[2,3-b]acridine-7,14-dione"
DTXSID2020470,Diglycidyl resorcinol ether
DTXSID80276468,Rhodium oxide (Rh2O3)
DTXSID6093673,Rosin oil
DTXSID0097879,"Resin acids and Rosin acids, calcium zinc salts"
DTXSID6029412,"Resin acids and Rosin acids, esters with diethylene glycol"
DTXSID6028103,"Resin acids and Rosin acids, sodium salts"
DTXSID9099080,"Resin acids and Rosin acids, esters with ethylene glycol"
DTXSID5028293,"Rosin, fumarated"
DTXSID30100749,"Resin acids and Rosin acids, hydrogenated, ammonium salts"
DTXSID3099709,"Resin acids and Rosin acids, hydrogenated, calcium salts"
DTXSID10102645,"Resin acids and Rosin acids, hydrogenated, potassium salts"
DTXSID70102646,"Resin acids and Rosin acids, hydrogenated, sodium salts"
DTXSID00100670,"Resin acids and Rosin acids, hydrogenated, esters with triethylene glycol"
DTXSID9098278,"Resin acids and Rosin acids, hydrogenated, zinc salts"
DTXSID2027705,"Rosin, maleated"
DTXSID7099719,"Resin acids and Rosin acids, Me esters, polymers with maleated rosin and pentaerythritol"
DTXSID0096489,"Rosin, maleated, polymer with glycerol"
DTXSID9097834,"Rosin, maleated, polymer with pentaerythritol"
DTXSID5093763,"Resin acids and Rosin acids, ethoxylated"
DTXSID20101306,"Silanamine, 1,1,1-trimethyl-N-(trimethylsilyl)-, hydrolysis products with silica"
DTXSID7028778,"Silane, dichlorodimethyl-, reaction products with silica"
DTXSID801013244,"Siloxanes and Silicones, di-Me, Me vinyl, hydroxy-terminated, reaction products with 3-[2-(trimethoxysilyl)ethyl]bicyclo[4.1.0]heptane"
DTXSID401013147,"Siloxanes and Silicones, di-Me, Me vinyl, hydroxy-terminated, reaction products with 2-[[3-(trimethoxysilyl)propoxy]methyl]oxirane"
DTXSID50103651,"Siloxanes and Silicones, di-Me, 3-hydroxypropyl Me, ethers with polyethylene glycol acetate"
DTXSID60109068,"Siloxanes and Silicones, di-Me, 3-hydroxypropyl Me, ethers with polyethylene glycol mono-Me ether and polypropylene glycol mono-Me ether"
DTXSID40102052,"Siloxanes and Silicones, di-Me, 3-hydroxypropyl Me, ethers with polyethylene glycol mono-Me ether"
DTXSID20107247,"Siloxanes and Silicones, Me hydrogen, reaction products with 2,2,6,6-tetramethyl-4-(2-propen-1-yloxy)piperidine"
DTXSID6027551,"Sodium 3,5-bis(methoxycarbonyl)benzenesulfonate"
DTXSID4044535,"Sodium 9,10-dioxo-9,10-dihydroanthracene-2-sulfonate"
DTXSID3042394,Sodium 1-naphthalenesulfonate
DTXSID8094758,"2-Propenoic acid, homopolymer, calcium sodium salt"
DTXSID3051335,Sodium calcium silicate
DTXSID3050490,"Carboxymethyl guar gum, sodium salt"
DTXSID7032056,Sodium chromate
DTXSID9051327,"Bis(2-ethylhexyl) di(hydrogen phosphate), sodium salt (1:x)"
DTXSID7065097,"Phenol, 4-(1,1-dimethylethyl)-, hydrogen phosphate, sodium salt"
DTXSID5042401,Sodium diisopropylnaphthalene sulfonate
DTXSID1063774,"Sodium 1,2-ethanedisulfonate"
DTXSID1042310,"Nonylphenol, ethoxylated, monoether with sulfuric acid, sodium salt"
DTXSID4051295,Sodium fructoheptonate
DTXSID30880478,Sodium heptadecyl sulfate
DTXSID5042407,Sodium N-cyclohexyl-N-palmitoyltaurate
DTXSID70894918,Sodium naphthalenesulfonate
DTXSID8028763,"Sulfonic acids, petroleum, sodium salts"
DTXSID9051325,Sodium phenylphenate
DTXSID4063402,Sodium phenylphosphinate
DTXSID50152184,"Phosphonic acid, (1-methylethenyl)-, homopolymer, sodium salt"
DTXSID20891932,Sodium polymethacrylate
DTXSID0057598,"Benzenesulfonic acid, ethenyl-, homopolymer, sodium salt"
DTXSID3041530,"7-Ethyl-2-methyl-4-undecanolsulfate, sodium salt"
DTXSID0027513,Sodium ethenesulfonate
DTXSID9098143,"Starch, hydrolyzed"
DTXSID1094808,"Starch, polymer with formaldehyde and urea"
DTXSID7099927,"Starch, reaction products with formaldehyde"
DTXSID1051721,2-((1-Oxooctadecyl)amino)ethyl octadecanoate
DTXSID10890499,"Benzoic acid, 2-hydroxy-, strontium salt (2:1)"
